DEPTH,LITHOLOGY
3565.2,SS
3565.35,SS
3565.5,SS
3565.65,SS
3565.8,SS
3565.95,SS
3566.1,SS
3566.25,SS
3566.4,SS
3566.55,SS
3566.7,SS
3566.85,SS
3567,SS
3567.15,SS
3567.3,SS
3567.45,SS
3567.6,SS
3567.75,SS
3567.9,SS
3568.05,DMT
3568.2,DMT
3568.35,DMT
3568.5,DMT
3568.65,DMT
3568.8,DMT
3568.95,DMT
3569.1,DMT
3569.25,DMT
3569.4,DMT
3569.55,DMT
3569.7,DMT
3569.85,DMT
3570,DMT
3570.15,DMT
3570.3,DMT
3570.45,DMT
3570.6,DMT
3570.75,DMT
3570.9,DMT
3571.05,DMT
3571.2,DMT
3571.35,DMT
3571.5,DMT
3571.65,DMT
3571.8,DMT
3571.95,DMT
3572.1,DMT
3572.25,DMT
3572.4,DMT
3572.55,DMT
3572.7,DMT
3572.85,DMT
3573,DMT
3573.15,DMT
3573.3,DMT
3573.45,DMT
3573.6,DMT
3573.75,DMT
3573.9,DMT
3574.05,DMT
3574.2,DMT
3574.35,DMT
3574.5,DMT
3574.65,DMT
3574.8,DMT
3574.95,DMT
3575.1,DMT
3575.25,DMT
3575.4,DMT
3575.55,DMT
3575.7,DMT
3575.85,DMT
3576,ST
3576.15,ST
3576.3,ST
3576.45,ST
3576.6,ST
3576.75,ST
3576.9,ST
3577.05,ST
3577.2,ST
3577.35,ST
3577.5,ST
3577.65,ST
3577.8,ST
3577.95,ST
3578.1,SS
3578.25,SS
3578.4,SS
3578.55,SS
3578.7,SS
3578.85,SS
3579,SS
3579.15,SS
3579.3,SS
3579.45,SS
3579.6,SS
3579.75,SS
3579.9,SS
3580.05,ST
3580.2,ST
3580.35,ST
3580.5,ST
3580.65,ST
3580.8,ST
3580.95,ST
3581.1,ST
3581.25,ST
3581.4,ST
3581.55,ST
3581.7,ST
3581.85,ST
3582,ST
3582.15,ST
3582.3,ST
3582.45,ST
3582.6,ST
3582.75,ST
3582.9,ST
3583.05,ST
3583.2,ST
3583.35,ST
3583.5,ST
3583.65,ST
3583.8,ST
3583.95,ST
3584.1,ST
3584.25,ST
3584.4,ST
3584.55,ST
3584.7,ST
3584.85,ST
3585,SH
3585.15,SH
3585.3,SH
3585.45,SH
3585.6,SH
3585.75,SH
3585.9,SH
3586.05,SH
3586.2,SH
3586.35,SH
3586.5,SH
3586.65,SH
3586.8,SH
3586.95,SH
3587.1,SH
3587.25,SH
3587.4,SH
3587.55,SH
3587.7,SH
3587.85,SH
3588,ST
3588.15,ST
3588.3,ST
3588.45,ST
3588.6,ST
3588.75,ST
3588.9,ST
3589.05,ST
3589.2,ST
3589.35,ST
3589.5,ST
3589.65,ST
3589.8,ST
3589.95,ST
3590.1,ST
3590.25,ST
3590.4,ST
3590.55,ST
3590.7,ST
3590.85,ST
3591,SH
3591.15,SH
3591.3,SH
3591.45,SH
3591.6,SH
3591.75,SH
3591.9,SH
3592.05,ST
3592.2,ST
3592.35,ST
3592.5,ST
3592.65,ST
3592.8,ST
3592.95,ST
3593.1,ST
3593.25,ST
3593.4,ST
3593.55,ST
3593.7,ST
3593.85,ST
3594,ST
3594.15,ST
3594.3,ST
3594.45,ST
3594.6,ST
3594.75,ST
3594.9,ST
3595.05,SH
3595.2,SH
3595.35,SH
3595.5,SH
3595.65,SH
3595.8,SH
3595.95,SH
3596.1,SH
3596.25,SH
3596.4,SH
3596.55,SH
3596.7,SH
3596.85,SH
3597,SH
3597.15,SH
3597.3,SH
3597.45,SH
3597.6,SH
3597.75,SH
3597.9,SH
3598.05,ST
3598.2,ST
3598.35,ST
3598.5,ST
3598.65,ST
3598.8,ST
3598.95,ST
3599.1,ST
3599.25,ST
3599.4,ST
3599.55,ST
3599.7,ST
3599.85,ST
3600,SS
3600.15,SS
3600.3,SS
3600.45,SS
3600.6,SS
3600.75,SS
3600.9,SS
3601.05,SS
3601.2,SS
3601.35,SS
3601.5,SS
3601.65,SS
3601.8,SS
3601.95,SS
3602.1,SS
3602.25,SS
3602.4,SS
3602.55,SS
3602.7,SS
3602.85,SS
3603,SS
3603.15,SS
3603.3,SS
3603.45,SS
3603.6,SS
3603.75,SS
3603.9,SS
3604.05,SS
3604.2,SS
3604.35,SS
3604.5,SS
3604.65,SS
3604.8,SS
3604.95,SS
3605.1,SS
3605.25,SS
3605.4,SS
3605.55,SS
3605.7,SS
3605.85,SS
3606,SS
3606.15,SS
3606.3,SS
3606.45,SS
3606.6,SS
3606.75,SS
3606.9,SS
3607.05,SS
3607.2,SS
3607.35,SS
3607.5,SS
3607.65,SS
3607.8,SS
3607.95,SS
3608.1,SS
3608.25,SS
3608.4,SS
3608.55,SS
3608.7,SS
3608.85,SS
3609,SS
3609.15,SS
3609.3,SS
3609.45,SS
3609.6,SS
3609.75,SS
3609.9,SS
3610.05,SS
3610.2,SS
3610.35,SS
3610.5,SS
3610.65,SS
3610.8,SS
3610.95,SS
3611.1,SS
3611.25,SS
3611.4,SS
3611.55,SS
3611.7,SS
3611.85,SS
3612,SS
3612.15,SS
3612.3,SS
3612.45,SS
3612.6,SS
3612.75,SS
3612.9,SS
3613.05,SS
3613.2,SS
3613.35,SS
3613.5,SS
3613.65,SS
3613.8,SS
3613.95,SS
3614.1,SS
3614.25,SS
3614.4,SS
3614.55,SS
3614.7,SS
3614.85,SS
3615,SS
